,Water_Temperature,Turbidity,Conductivity,pH,Dissolved_Oxygen_(Saturated)
0,0.06615315506598596,0.03149588478918503,0.7577204021118101,0.12634146341463381,0.20354804528315396
1,0.06570005126416412,0.03130728667667494,0.7613365155131264,0.12195121951219479,0.2043193527681222
2,0.06479384366052049,0.03130728667667494,0.7613365155131264,0.12195121951219479,0.20354804528315396
3,0.06434073985869859,0.030288856869120452,0.7613365155131264,0.12195121951219479,0.20354804528315396
4,0.06343453225505497,0.029723062531590183,0.7649526289144427,0.12195121951219479,0.20354804528315396
5,0.06252832465141134,0.029232707439063952,0.7649526289144427,0.12195121951219479,0.20354804528315396
6,0.06162211704776771,0.02885551121404377,0.7649526289144427,0.12195121951219479,0.2027767377981856
7,0.06071590944412403,0.0282897168765135,0.768568742315759,0.12195121951219479,0.2027767377981856
8,0.059356598038658615,0.02832743649901552,0.768568742315759,0.12195121951219479,0.2027767377981856
9,0.05845039043501499,0.02779936178398727,0.7649526289144427,0.121463414634146,0.20200543031321716
10,0.05709107902954946,0.02659233386392269,0.7649526289144427,0.11707317073170742,0.20200543031321716
11,0.056184871425905836,0.02644145537391462,0.768568742315759,0.11707317073170742,0.20200543031321716
12,0.05527866382226221,0.0264037357514126,0.768568742315759,0.12195121951219479,0.20200543031321716
13,0.05437245621861858,0.02610197877139646,0.768568742315759,0.121463414634146,0.20123412282824882
14,0.0534662486149749,0.025611623678870224,0.7721848557170752,0.11707317073170742,0.20123412282824882
15,0.05301314481315311,0.025800221791380314,0.7721848557170752,0.11707317073170742,0.20123412282824882
16,0.05301314481315311,0.025158988208846007,0.7721848557170752,0.11707317073170742,0.20123412282824882
17,0.05301314481315311,0.024819511606327845,0.7758009691183915,0.11707317073170742,0.20123412282824882
18,0.05256004101133127,0.024291436891299593,0.7758009691183915,0.11707317073170742,0.20123412282824882
19,0.05210693720950943,0.023348446328749144,0.7758009691183915,0.11707317073170742,0.20123412282824882
20,0.051653833407687644,0.02383880142127538,0.7794170825197078,0.11707317073170742,0.20200543031321716
21,0.0512007296058658,0.022405455766198696,0.7794170825197078,0.11707317073170742,0.20200543031321716
22,0.050747625804044016,0.022744932368716855,0.7794170825197078,0.11707317073170742,0.20123412282824882
23,0.050294522002222175,0.022744932368716855,0.7794170825197078,0.11707317073170742,0.20123412282824882
24,0.04938831439857855,0.02206597916368053,0.7794170825197078,0.11707317073170742,0.20123412282824882
25,0.048935210596756706,0.022028259541178513,0.783033195921024,0.11707317073170742,0.20123412282824882
26,0.048482106794934865,0.02168878293866035,0.783033195921024,0.11707317073170742,0.20123412282824882
27,0.04802900299311308,0.021273867091138154,0.783033195921024,0.11707317073170742,0.20123412282824882
28,0.04757589919129124,0.02131158671364017,0.7866493093223402,0.11707317073170742,0.20123412282824882
29,0.046669691587647555,0.020858951243615954,0.7866493093223402,0.1165853658536582,0.20123412282824882
30,0.04621658778582577,0.021047549356126044,0.7866493093223402,0.11219512195121917,0.20123412282824882
31,0.04576348398400393,0.020444035396093758,0.7902654227236565,0.11707317073170742,0.20123412282824882
32,0.04531038018218214,0.01942560558853927,0.7902654227236565,0.11707317073170742,0.20123412282824882
33,0.04395106877671667,0.019576484078547344,0.7902654227236565,0.1165853658536582,0.20123412282824882
34,0.04349796497489483,0.01980280181355945,0.7938815361249728,0.11219512195121917,0.20200543031321716
35,0.043044861173073046,0.018972970118515054,0.7938815361249728,0.11707317073170742,0.20200543031321716
36,0.043044861173073046,0.01891639068476203,0.7938815361249728,0.11707317073170742,0.20200543031321716
37,0.04349796497489483,0.018859811251009,0.7938815361249728,0.11707317073170742,0.2027767377981856
38,0.0448572763803603,0.018407175780984785,0.7974976495262891,0.11707317073170742,0.2027767377981856
39,0.04531038018218214,0.018331736535980747,0.7974976495262891,0.11707317073170742,0.20354804528315396
